Ignore mouse detection:
[[Overwatch.exe!0x29962b0] + 0x1c8] + 0x13

Overwatch.exe!0x2cef4e0 "AcceptsTab"
* `"[%d/%d:0x%016llX] %s"`
* `"[%f, %f, %f, %f]"`
* `"[%f, %f, %f]"`
* `"[%g,%g,%g,%g]"`
* `"[%g,%g,%g]"`
* `"[%s] [%s(%u)] [%s()]: "`
* `"[%s] [%s(%u)] [%s()]: %s"`
* `"[%s] [%s] [%s(%u)] [%s()] [%s]"`
* `"[%s] [%s] [%s(%u)] [%s()] [%s] "`
* `"[%s] [%s] [%s(%u)] [%s()] [%s]: "`
* `"[%u] [%s] [%s] [%s(%d)] [%s()] [%s]: "`
* `"[UNNAMED SERVER]"`
* `"[[:alnum:]]+"`
* `"[optional] start up the client in replay viewing mode"`
* `"\\/:/\"<>|*?"`
* `"\\\\%s\\%s\n\n"`
* `"^[^@]+@[^@]+?\\.[a-zA-Z]+$"`
* `"_"`
* `"_DUPE"`
* `"_LOCK"`
* `"_LOGS"`
* `"_Patch.json"`
* `"__?__"`
* `"__CASQueueTACTRead failed"`
* `"__CheckConnections: Timing out attach"`
* `"__SubmitAuthenticator, Job Creation Failed"`
* `"__SubmitLegal, Job Creation Failed"`
* `"__SubmitLogin, Job Creation Failed"`
* `"__WorkLoadList() - Resource in unrecognized state."`
* `"_speech"`
* `"abort"`
* `"accessing (%d)"`
* `"account"`
* `"account_name"`
* `"agreements"`
* `"app.IgnoreDormantMode"`
* `"app.WaitForRenderFrame"`
* `"approx_queue_position"`
* `"atiadlxx.dll"`
* `"authentication_state"`
* `"authenticator_form"`
* `"authenticator_input"`
* `"authenticator_submit"`
* `"auto"`
* `"avatar"`
* `"block"`
* `"bnl"`
* `"branch"`
* `"bsAMQP"`
* `"bsBnet"`
* `"bsConnection"`
* `"bsDataStore"`
* `"bsDiag"`
* `"bsGameConnection"`
* `"bsObjectPool"`
* `"bsSocket"`
* `"build"`
* `"build_source"`
* `"build_type"`
* `"c"`
* `"callback_delay"`
* `"camera.EnableUpdate"`
* `"camera.FOVSpeed"`
* `"camera.FirstPersonAnimationEffectWeight"`
* `"camera.FirstPersonNearZ"`
* `"camera.combatOutlines"`
* `"camera.fovInterpolationSpeedInverse"`
* `"camera.gamePadCameraDampening"`
* `"camera.gamepadStickPower"`
* `"camera.gamepadTriggerPower"`
* `"camera.lookInterpolationSpeedInverse"`
* `"camera.lookSpeed"`
* `"camera.moveSpeed"`
* `"camera.offsetInterpolationSpeedInverse"`
* `"camera.positionInterpolationSpeedInverse"`
* `"camera.rollInterpolationSpeedInverse"`
* `"camera.rollSpeed"`
* `"camera.useGamePadCameraDampening"`
* `"camera.uxOutlines"`
* `"canvas.ClipGeoEnabled"`
* `"canvas.ClipGeoVisible"`
* `"canvas.CompositeBoundsVisible"`
* `"canvas.CompositeMargin"`
* `"canvas.CompositePadding"`
* `"canvas.CompositingEnabled"`
* `"canvas.CullingEnabled"`
* `"canvas.DebugNormalsEnabled"`
* `"canvas.FillsEnabled"`
* `"canvas.ForceUpdateRasterCache"`
* `"canvas.IndividualRasterCacheDraws"`
* `"canvas.PurgeRasterCache"`
* `"canvas.SplitInstances"`
* `"canvas.StrokesEnabled"`
* `"canvas.UseRasterCache"`
* `"captcha"`
* `"captcha_url"`
* `"category"`
* `"challenge"`
* `"checkbox"`
* `"ci   = CPU Idle"`
* `"cid"`
* `"client.MaxFPS"`
* `"cluster"`
* `"cn"`
* `"cn.actual.battle.net:1119"`
* `"code"`
* `"combat.disableReticle"`
* `"command.tag"`
* `"commandLine.txt"`
* `"complete"`
* `"console"`
* `"count"`
* `"crashed"`
* `"create_time"`
* `"d3d9.dll"`
* `"d:\\"`
* `"debug.showMapLoadAfterMS"`
* `"debug_error_message"`
* `"detaches the first person model and places it at the last known position"`
* `"development"`
* `"disable the first person outlines"`
* `"disable the first person reticle"`
* `"disablePlayersNearMe"`
* `"disableReplay"`
* `"disableTimeout"`
* `"display the frame of the first person animation"`
* `"dmp"`
* `"draws debug duster information."`
* `"draws debug failed rays information."`
* `"draws debug lighting probe information."`
* `"e"`
* `"elevel"`
* `"endors"`
* `"endorser_id"`
* `"eng"`
* `"enlighten.dusterdebug"`
* `"enlighten.failedraysdebug"`
* `"enlighten.lightvisdebug"`
* `"enlighten.pause"`
* `"enlighten.probedebug"`
* `"environment"`
* `"error_code"`
* `"error_message"`
* `"eu"`
* `"eu.actual.battle.net:1119"`
* `"executing"`
* `"expire_time"`
* `"external"`
* `"false"`
* `"far clipping plane override for objects rendered in first person mode"`
* `"fastQuit"`
* `"file"`
* `"firstPerson.DetachModelFlag"`
* `"firstPerson.ModelGuid"`
* `"firstPerson.OffsetPitch"`
* `"firstPerson.OffsetRoll"`
* `"firstPerson.OffsetX"`
* `"firstPerson.OffsetY"`
* `"firstPerson.OffsetYaw"`
* `"firstPerson.OffsetZ"`
* `"firstPerson.ShowFrameFlag"`
* `"firstPerson.WeaponviewOffsetPitch"`
* `"firstPerson.WeaponviewOffsetRoll"`
* `"firstPerson.WeaponviewOffsetX"`
* `"firstPerson.WeaponviewOffsetY"`
* `"firstPerson.WeaponviewOffsetYaw"`
* `"firstPerson.WeaponviewOffsetZ"`
* `"flags"`
* `"fps"`
* `"fps  = Frames per second"`
* `"g"`
* `"general"`
* `"generic-payment-failure"`
* `"graphics-hook64.dll"`
* `"gt   = GPU Temp (deg C)"`
* `"highlight"`
* `"host"`
* `"hostv4"`
* `"how much animation contributes to first person camera effects"`
* `"http"`
* `"https://nydus.battle.net/Pro/%s/client/alert"`
* `"id"`
* `"il   = Input Lag"`
* `"il   = Input Lag\nild  = Input Lag, Detailed"`
* `"ild  = Input Lag, Detailed"`
* `"in first person view show third person model or not"`
* `"input.ForceInputMode"`
* `"input.GamePadAimAssistEnable"`
* `"input.GamePadRenderDebug"`
* `"input.MouseScaleX"`
* `"input.MouseScaleY"`
* `"input_id"`
* `"inputs"`
* `"insert_time"`
* `"instState"`
* `"instanceServer"`
* `"instance_id"`
* `"internalcheck.corp.blizzard.net"`
* `"invalid window bits"`
* `"jaJP"`
* `"jam"`
* `"jpg"`
* `"k0"`
* `"k1"`
* `"k2"`
* `"k3"`
* `"kernel32.dll"`
* `"key"`
* `"kr"`
* `"kr.actual.battle.net:1119"`
* `"label"`
* `"lb matches played"`
* `"leaked"`
* `"leaked package render 0x%016llX, 0x%016llX"`
* `"legal_agreements"`
* `"legal_form"`
* `"legal_submit"`
* `"length"`
* `"level"`
* `"lfe"`
* `"line in"`
* `"loaded"`
* `"lobbyServer"`
* `"locale"`
* `"localhiteffects.edge"`
* `"localhiteffects.reticle"`
* `"localhost:%d"`
* `"log_in_submit"`
* `"ltc_help"`
* `"m_fSourceVisibility"`
* `"m_uDandT"`
* `"match-"`
* `"matchgame-"`
* `"matchmake"`
* `"max_length"`
* `"method_name"`
* `"microphone"`
* `"model for the first person animation"`
* `"mono"`
* `"ms"`
* `"mspf"`
* `"mspf = Milliseconds per frame"`
* `"mtxInvCheckBit"`
* `"mtxSourceBit"`
* `"near clipping plane override for objects rendered in first person mode"`
* `"network"`
* `"network.legacylerp"`
* `"nix"`
* `"no valid profile"`
* `"noautoconnect"`
* `"none"`
* `"not revoked"`
* `"ntdll"`
* `"ntdll.dll"`
* `"null"`
* `"nydus-qa.web.blizzard.net"`
* `"nydus.battle.net"`
* `"offset the PlaceholderWeaponView rig in X"`
* `"offset the PlaceholderWeaponView rig in Y"`
* `"offset the PlaceholderWeaponView rig in Z"`
* `"offset the PlaceholderWeaponView rig in pitch"`
* `"offset the PlaceholderWeaponView rig in roll"`
* `"offset the PlaceholderWeaponView rig in yaw"`
* `"offset the first person model in X"`
* `"offset the first person model in Y"`
* `"offset the first person model in Z"`
* `"offset the first person model in pitch"`
* `"offset the first person model in roll"`
* `"offset the first person model in yaw"`
* `"online_id"`
* `"open"`
* `"opened"`
* `"overwatch"`
* `"password"`
* `"pauses enlighten updates (for NSight)."`
* `"payload"`
* `"pc"`
* `"pframe"`
* `"pid"`
* `"platform"`
* `"platform_env"`
* `"platform_id"`
* `"position"`
* `"precision"`
* `"program_id"`
* `"prometheus.%s.%s.%s.%s"`
* `"prompt"`
* `"psn"`
* `"psn_account_id"`
* `"psplus_product_code"`
* `"publish"`
* `"published"`
* `"pursuit.exe"`
* `"r"`
* `"rb"`
* `"reading from"`
* `"recorded highlights"`
* `"recording"`
* `"remember_authenticator"`
* `"render camera hit effects"`
* `"render edge effects"`
* `"render reticle hit effects"`
* `"render.CaptureEXR \"%s\" lighting translucency splitTranslucency post SceneKey %d"`
* `"replayFile"`
* `"replayTeamIndex"`
* `"replayTeamSlot"`
* `"replayViewerMode"`
* `"request_id"`
* `"request_type"`
* `"response_type"`
* `"revoked"`
* `"row_major float4x4"`
* `"runCommand"`
* `"service"`
* `"service_id"`
* `"service_type"`
* `"sets the light vis debug index."`
* `"sets the light vis system debug index."`
* `"sfps = Frames per second, Simple"`
* `"sfps = Frames per second, Simple\nfps  = Frames per second\nmspf = Milliseconds per frame"`
* `"showmode"`
* `"showmodeLobbyLocations.json"`
* `"sip:confctl-g-%s@%s"`
* `"sound.AllowMultipleHighImportanceSlots"`
* `"sound.DrawImportance"`
* `"sound.ForceImportance"`
* `"src"`
* `"startup.pckg_load_time"`
* `"stats.active"`
* `"stats.allocated"`
* `"stats.mapped"`
* `"stereo"`
* `"stereo mix"`
* `"successfully loaded %s"`
* `"tank_AlwaysMegadump"`
* `"tank_AssertOnStartupFailure"`
* `"tank_AssetManifest"`
* `"tank_AssetPath"`
* `"tank_AutoLog"`
* `"tank_AutomationId"`
* `"tank_BatchMode"`
* `"tank_BypassPSN"`
* `"tank_CachePath"`
* `"tank_CasHTTPThreads"`
* `"tank_CompiledCasUri"`
* `"tank_Console"`
* `"tank_DataBuildServerUri"`
* `"tank_DataPath"`
* `"tank_EnableHotReloading"`
* `"tank_EnablePerfRecorder"`
* `"tank_ForceMemTracking"`
* `"tank_ForceMute"`
* `"tank_ForcePageAlignedAllocator"`
* `"tank_FullscreenRefreshOverride"`
* `"tank_HighPri"`
* `"tank_Locale"`
* `"tank_MemFillByte"`
* `"tank_MemStackTrace"`
* `"tank_NoFullScreen"`
* `"tank_ProfileMode"`
* `"tank_ReadOnlyCAS"`
* `"tank_SaveInspectorReports"`
* `"tank_SelectHotReloading"`
* `"tank_ShowMode"`
* `"tank_SourceCasUri"`
* `"tank_SupportEditorMaterials"`
* `"tank_TournamentMode"`
* `"tank_TournamentModeAdmin"`
* `"tank_TournamentModeTickRate"`
* `"tank_WorkerThreadCount"`
* `"tank_dataRoot"`
* `"tank_logpath"`
* `"tank_servicedirectory"`
* `"tank_tdk_batchTimeoutMS"`
* `"tank_tdk_customHost"`
* `"tank_tdk_dontSendMoreWhenRetrying"`
* `"tank_tdk_httpTimeoutMS"`
* `"tank_tdk_instance"`
* `"tank_tdk_maxBatchSize"`
* `"tank_tdk_maxPendingMessages"`
* `"tank_tdk_maxQueueSize"`
* `"tank_tdk_minBatchSize"`
* `"tank_tdk_useSSL"`
* `"tank_userlogpath"`
* `"tank_windowPosX"`
* `"tank_windowPosY"`
* `"tank_windowResX"`
* `"tank_windowResY"`
* `"teCanvas vertex buffer"`
* `"teDList Leaked at %s(%d) - HEAD: %p, TAIL: %p, COUNT: %u"`
* `"teFaceVelocityView"`
* `"teFreeLookView"`
* `"teJam"`
* `"teRegexFilter"`
* `"teRegexPattern"`
* `"teScene - Map Load Started: 0x%016llX\n"`
* `"teScreenQuad"`
* `"teSequenceCameraView"`
* `"teSimpleFileStream::PendingWrite"`
* `"teString"`
* `"teStructuredData"`
* `"teTankUtilitiesService"`
* `"title"`
* `"tournament-"`
* `"tournament://"`
* `"transaction"`
* `"true"`
* `"txt"`
* `"type"`
* `"u8"`
* `"uid"`
* `"unlock_amount"`
* `"unlock_guid"`
* `"unopened"`
* `"url"`
* `"us"`
* `"us.actual.battle.net:1119"`
* `"user32.dll"`
* `"utctimeary"`
* `"util"`
* `"ux"`
* `"value"`
* `"version"`
* `"visor.exe"`
* `"voiceChatChannelDomain"`
* `"voiceChatServer"`
* `"voicechat.forceDenyListen"`
* `"voicechat.forceDenyTalk"`
* `"voicechat.forceDisable"`
* `"voicechat.forceEnable"`
* `"voicechat.forceError"`
* `"voicechat.forceErrorPersist"`
* `"voicechat.forceErrorRespEnum"`
* `"voicechat.forceLogin"`
* `"voicechat.maxSpeakingThreshold"`
* `"voicechat.minSpeakingThreshold"`
* `"vx_uninitialize"`
* `"w"`
* `"width"`
* `"win"`
* `"writing to"`
* `"x64"`
* `"xbl"`
* `"xid"`
* `"xxx"`
* `"yes"`
* `"z"`
* `"{ "`
* `"{%d}"`
* `"|%s\n"`
* `"Обнаружено использование стороннего ПО, нарушающего лицензионное соглашение Blizzard с конечным пользователем. Игра будет закрыта."`
* `"ӱ�8�/�����0�9Ǽ���&�/��"`
* `"我们检测到你正在使用违反最终用户许可协议的第三方软件。《守望先锋》即将关闭。"`
* `"我們偵測到違反使用者條約的第三方軟體。《鬥陣特攻》將立即關閉。"`
* `"최종 사용자 사용권 계약에 위반되는 써드 파티 응용 프로그램이 사용된 것이 발견되었습니다. 오버워치가 지금 종료됩니다."`
* `"�\u{0}3��!V"`
* `"�\u{e}��\t7<\u{15}�2��3\u{1b}I{�%\u{594}\u{13}i&B�\u{3}��\u{4}o#F"`
* `"�\u{19}{c/�V\u{1d}�6ni>�G\u{14}"`
* `"�!�i\r\u{2}}F�\u{0}�l\u{10}\u{1e}u\u{1f}�"`
* `"�$����C\u{4}�$�"`
* `"��\u{1}��%����\t��&����\u{6}��i"`
* `"��S�q�AX��@�v�@\u{1d}��f�{�C\u{c}�"`
* `"��a@�î���RA������R^�Ÿ���RN��륦�YA���㪚\u{12}\\�"`

